Vardas         Pavarde        Galutinis (vid.)
vardas6100     pavarde6100     4.24
vardas6101     pavarde6101     3.72
vardas6106     pavarde6106     4.68
vardas6109     pavarde6109     4.56
vardas6113     pavarde6113     2.56
vardas6115     pavarde6115     4.52
vardas6116     pavarde6116     2.96
vardas6119     pavarde6119     4.24
vardas6120     pavarde6120     3.04
vardas6123     pavarde6123     4.96
vardas6124     pavarde6124     2.68
vardas6126     pavarde6126      3.2
vardas6127     pavarde6127     3.28
vardas6129     pavarde6129     3.28
vardas6130     pavarde6130     3.44
vardas6134     pavarde6134     2.68
vardas6135     pavarde6135     3.68
vardas6140     pavarde6140     3.56
vardas6142     pavarde6142     2.44
vardas6146     pavarde6146     3.28
vardas6147     pavarde6147     3.28
vardas6150     pavarde6150     4.44
vardas6152     pavarde6152     2.88
vardas6163     pavarde6163     4.84
vardas6164     pavarde6164     4.64
vardas6167     pavarde6167     4.72
vardas6169     pavarde6169     4.88
vardas6170     pavarde6170      3.4
vardas6171     pavarde6171     2.72
vardas6173     pavarde6173     3.12
vardas6174     pavarde6174      4.4
vardas6176     pavarde6176     4.76
vardas6177     pavarde6177     3.72
vardas6179     pavarde6179     3.04
vardas6181     pavarde6181     4.92
vardas6183     pavarde6183     4.84
vardas6185     pavarde6185     4.36
vardas6187     pavarde6187      2.2
vardas6192     pavarde6192     3.36
vardas6195     pavarde6195      2.6
vardas6198     pavarde6198     4.28
vardas6199     pavarde6199     4.12
vardas6201     pavarde6201        3
vardas6204     pavarde6204     3.12
vardas6209     pavarde6209        4
vardas6210     pavarde6210     4.12
vardas6213     pavarde6213     4.76
vardas6214     pavarde6214      3.8
vardas6219     pavarde6219     4.16
vardas6220     pavarde6220     2.12
vardas6226     pavarde6226     4.76
vardas6231     pavarde6231     3.68
vardas6234     pavarde6234     3.68
vardas6237     pavarde6237     3.32
vardas6241     pavarde6241     4.92
vardas6242     pavarde6242     4.12
vardas6243     pavarde6243      2.6
vardas6244     pavarde6244     4.88
vardas6246     pavarde6246     4.88
vardas6247     pavarde6247     2.68
vardas6248     pavarde6248     4.44
vardas6252     pavarde6252        4
vardas6256     pavarde6256     3.88
vardas6257     pavarde6257     4.28
vardas6261     pavarde6261     2.72
vardas6262     pavarde6262      3.8
vardas6263     pavarde6263     3.72
vardas6265     pavarde6265     3.28
vardas6266     pavarde6266     2.44
vardas6267     pavarde6267     2.76
vardas6269     pavarde6269      4.8
vardas6276     pavarde6276     4.12
vardas6277     pavarde6277     3.48
vardas6278     pavarde6278     3.52
vardas6279     pavarde6279     3.92
vardas6281     pavarde6281     4.16
vardas6282     pavarde6282     2.96
vardas6286     pavarde6286     3.32
vardas6292     pavarde6292      4.2
vardas6293     pavarde6293     2.52
vardas6295     pavarde6295     4.16
vardas6296     pavarde6296      3.6
vardas6300     pavarde6300     3.68
vardas6301     pavarde6301     3.32
vardas6302     pavarde6302     3.28
vardas6303     pavarde6303     2.68
vardas6307     pavarde6307     4.24
vardas6308     pavarde6308     4.88
vardas6310     pavarde6310     4.96
vardas6312     pavarde6312     4.48
vardas6313     pavarde6313      3.6
vardas6315     pavarde6315     3.76
vardas6319     pavarde6319     4.48
vardas6321     pavarde6321     3.84
vardas6322     pavarde6322     4.36
vardas6323     pavarde6323      3.6
vardas6324     pavarde6324      3.8
vardas6326     pavarde6326     3.56
vardas6328     pavarde6328     4.56
vardas6329     pavarde6329     2.44
vardas6332     pavarde6332     2.68
vardas6334     pavarde6334     4.44
vardas6338     pavarde6338     3.32
vardas6339     pavarde6339      2.6
vardas6341     pavarde6341      3.8
vardas6342     pavarde6342     4.48
vardas6344     pavarde6344      4.6
vardas6345     pavarde6345      2.8
vardas6346     pavarde6346     4.64
vardas6347     pavarde6347     4.88
vardas6349     pavarde6349     2.92
vardas6351     pavarde6351     3.68
vardas6353     pavarde6353     3.36
vardas6360     pavarde6360     4.16
vardas6363     pavarde6363      4.8
vardas6365     pavarde6365      4.8
vardas6367     pavarde6367     3.72
vardas6368     pavarde6368     3.24
vardas6369     pavarde6369     4.92
vardas6371     pavarde6371     4.32
vardas6373     pavarde6373     4.28
vardas6374     pavarde6374     4.96
vardas6378     pavarde6378      3.2
vardas6379     pavarde6379     3.92
vardas6380     pavarde6380      3.2
vardas6383     pavarde6383      4.4
vardas6384     pavarde6384      4.4
vardas6386     pavarde6386     3.56
vardas6389     pavarde6389     2.88
vardas6392     pavarde6392      2.8
vardas6394     pavarde6394     3.72
vardas6395     pavarde6395     3.76
vardas6396     pavarde6396      2.6
vardas6399     pavarde6399     2.88
vardas6404     pavarde6404     3.36
vardas6405     pavarde6405     2.36
vardas6415     pavarde6415     3.88
vardas6416     pavarde6416     4.72
vardas6419     pavarde6419     2.92
vardas6420     pavarde6420      3.4
vardas6423     pavarde6423        4
vardas6424     pavarde6424      4.8
vardas6426     pavarde6426     4.64
vardas6428     pavarde6428     4.96
vardas6430     pavarde6430     4.08
vardas6431     pavarde6431     3.88
vardas6435     pavarde6435     4.68
vardas6436     pavarde6436      3.6
vardas6439     pavarde6439     2.88
vardas6440     pavarde6440     4.32
vardas6441     pavarde6441     3.88
vardas6442     pavarde6442     4.32
vardas6443     pavarde6443     2.12
vardas6445     pavarde6445        3
vardas6446     pavarde6446      3.4
vardas6449     pavarde6449     2.96
vardas6454     pavarde6454     3.36
vardas6455     pavarde6455     4.84
vardas6456     pavarde6456      4.2
vardas6459     pavarde6459      3.8
vardas6462     pavarde6462     4.68
vardas6464     pavarde6464     1.56
vardas6467     pavarde6467      3.8
vardas6469     pavarde6469     4.76
vardas6470     pavarde6470     2.36
vardas6472     pavarde6472     4.52
vardas6473     pavarde6473     4.32
vardas6474     pavarde6474     3.84
vardas6478     pavarde6478     3.76
vardas6482     pavarde6482      3.6
vardas6487     pavarde6487     4.56
vardas6488     pavarde6488     4.64
vardas6492     pavarde6492     4.44
vardas6493     pavarde6493     2.52
vardas6494     pavarde6494     4.12
vardas6495     pavarde6495      3.8
vardas6496     pavarde6496     2.88
vardas6499     pavarde6499     3.32
vardas6500     pavarde6500     2.32
vardas6502     pavarde6502     2.96
vardas6503     pavarde6503        4
vardas6504     pavarde6504     3.84
vardas6505     pavarde6505      2.6
vardas6507     pavarde6507     3.44
vardas6513     pavarde6513      4.8
vardas6522     pavarde6522     4.36
vardas6524     pavarde6524      4.8
vardas6526     pavarde6526     4.44
vardas6527     pavarde6527     2.84
vardas6528     pavarde6528     4.24
vardas6531     pavarde6531      3.8
vardas6533     pavarde6533     4.44
vardas6534     pavarde6534     4.16
vardas6536     pavarde6536     4.32
vardas6538     pavarde6538     4.32
vardas6541     pavarde6541      4.2
vardas6544     pavarde6544     2.52
vardas6546     pavarde6546     2.84
vardas6548     pavarde6548     4.24
vardas6551     pavarde6551     2.44
vardas6552     pavarde6552     4.52
vardas6554     pavarde6554     2.12
vardas6555     pavarde6555     4.36
vardas6556     pavarde6556      4.8
vardas6560     pavarde6560     3.84
vardas6563     pavarde6563     2.84
vardas6569     pavarde6569     4.76
vardas6571     pavarde6571     3.96
vardas6573     pavarde6573     2.76
vardas6574     pavarde6574     3.88
vardas6578     pavarde6578     2.84
vardas6579     pavarde6579     2.56
vardas6582     pavarde6582     3.52
vardas6588     pavarde6588     3.04
vardas6591     pavarde6591     4.48
vardas6594     pavarde6594     4.76
vardas6597     pavarde6597      4.4
vardas6601     pavarde6601     3.12
vardas6604     pavarde6604     3.48
vardas6608     pavarde6608     4.28
vardas6609     pavarde6609     4.12
vardas6615     pavarde6615     3.92
vardas6616     pavarde6616     3.64
vardas6617     pavarde6617     3.48
vardas6619     pavarde6619     3.08
vardas6620     pavarde6620      4.6
vardas6623     pavarde6623      3.8
vardas6625     pavarde6625     4.68
vardas6627     pavarde6627     4.36
vardas6631     pavarde6631     4.44
vardas6632     pavarde6632     4.92
vardas6636     pavarde6636     2.96
vardas6638     pavarde6638      4.2
vardas6641     pavarde6641     3.68
vardas6649     pavarde6649      2.6
vardas6651     pavarde6651     2.04
vardas6653     pavarde6653     4.72
vardas6654     pavarde6654     3.76
vardas6655     pavarde6655     3.08
vardas6658     pavarde6658     4.96
vardas6662     pavarde6662     3.96
vardas6663     pavarde6663        3
vardas6666     pavarde6666     3.76
vardas6667     pavarde6667     2.56
vardas6673     pavarde6673     2.48
vardas6680     pavarde6680     3.36
vardas6681     pavarde6681      2.6
vardas6684     pavarde6684     3.84
vardas6686     pavarde6686     4.68
vardas6687     pavarde6687     3.04
vardas6692     pavarde6692     4.48
vardas6694     pavarde6694      3.2
vardas6695     pavarde6695      3.2
vardas6696     pavarde6696      4.8
vardas6697     pavarde6697     4.08
vardas6699     pavarde6699     4.96
vardas6700     pavarde6700        3
vardas6702     pavarde6702      2.6
vardas6703     pavarde6703     4.52
vardas6705     pavarde6705      2.2
vardas6715     pavarde6715     2.64
vardas6716     pavarde6716     4.12
vardas6717     pavarde6717     3.04
vardas6721     pavarde6721     3.12
vardas6722     pavarde6722      1.8
vardas6727     pavarde6727      3.8
vardas6730     pavarde6730     3.96
vardas6735     pavarde6735     3.28
vardas6737     pavarde6737     4.56
vardas6738     pavarde6738     3.64
vardas6740     pavarde6740     4.08
vardas6743     pavarde6743     3.92
vardas6744     pavarde6744     3.04
vardas6747     pavarde6747        3
vardas6750     pavarde6750     3.24
vardas6753     pavarde6753     4.64
vardas6756     pavarde6756      4.8
vardas6760     pavarde6760     3.36
vardas6762     pavarde6762     4.52
vardas6763     pavarde6763     3.52
vardas6764     pavarde6764     1.96
vardas6766     pavarde6766      2.2
vardas6767     pavarde6767     4.96
vardas6772     pavarde6772     3.88
vardas6774     pavarde6774     3.04
vardas6775     pavarde6775     4.32
vardas6776     pavarde6776     4.92
vardas6777     pavarde6777     4.52
vardas6781     pavarde6781     3.92
vardas6783     pavarde6783     3.36
vardas6787     pavarde6787      3.6
vardas6791     pavarde6791     4.52
vardas6793     pavarde6793     3.48
vardas6794     pavarde6794     3.28
vardas6795     pavarde6795     2.96
vardas6796     pavarde6796     3.28
vardas6798     pavarde6798     4.56
vardas6799     pavarde6799     3.96
vardas6801     pavarde6801      4.6
vardas6808     pavarde6808     4.32
vardas6812     pavarde6812     4.12
vardas6813     pavarde6813      3.4
vardas6814     pavarde6814     4.44
vardas6817     pavarde6817     4.36
vardas6818     pavarde6818     3.24
vardas6819     pavarde6819     2.36
vardas6820     pavarde6820     3.76
vardas6823     pavarde6823      3.2
vardas6824     pavarde6824      3.8
vardas6830     pavarde6830     3.36
vardas6841     pavarde6841     3.36
vardas6843     pavarde6843     4.28
vardas6846     pavarde6846     4.56
vardas6850     pavarde6850     4.04
vardas6852     pavarde6852     2.68
vardas6853     pavarde6853      4.4
vardas6854     pavarde6854     3.68
vardas6857     pavarde6857      3.4
vardas6858     pavarde6858     2.36
vardas6859     pavarde6859     3.48
vardas6861     pavarde6861     4.76
vardas6864     pavarde6864        4
vardas6865     pavarde6865      3.4
vardas6866     pavarde6866     2.44
vardas6867     pavarde6867     1.88
vardas6868     pavarde6868     3.08
vardas6870     pavarde6870     4.28
vardas6877     pavarde6877     4.64
vardas6878     pavarde6878     3.16
vardas6880     pavarde6880     4.92
vardas6881     pavarde6881     4.52
vardas6882     pavarde6882      4.2
vardas6883     pavarde6883      3.6
vardas6886     pavarde6886     4.04
vardas6887     pavarde6887     3.76
vardas6888     pavarde6888     2.76
vardas6890     pavarde6890     4.52
vardas6892     pavarde6892     2.52
vardas6894     pavarde6894     2.52
vardas6897     pavarde6897     3.16
vardas6898     pavarde6898     4.92
vardas6900     pavarde6900      4.8
vardas6901     pavarde6901     4.32
vardas6905     pavarde6905      3.2
vardas6908     pavarde6908     4.16
vardas6909     pavarde6909        2
vardas6911     pavarde6911     3.12
vardas6913     pavarde6913     4.68
vardas6914     pavarde6914     3.04
vardas6917     pavarde6917     4.52
vardas6921     pavarde6921     3.04
vardas6923     pavarde6923      4.6
vardas6924     pavarde6924     2.84
vardas6926     pavarde6926     3.12
vardas6927     pavarde6927     3.72
vardas6930     pavarde6930     3.28
vardas6931     pavarde6931     4.48
vardas6932     pavarde6932      3.8
vardas6934     pavarde6934     4.16
vardas6936     pavarde6936     3.56
vardas6937     pavarde6937     3.56
vardas6938     pavarde6938     3.16
vardas6939     pavarde6939     3.12
vardas6940     pavarde6940     4.28
vardas6942     pavarde6942      4.6
vardas6943     pavarde6943     4.68
vardas6944     pavarde6944      3.4
vardas6947     pavarde6947     3.56
vardas6952     pavarde6952     4.88
vardas6955     pavarde6955      2.8
vardas6956     pavarde6956      4.8
vardas6957     pavarde6957     2.68
vardas6960     pavarde6960     3.92
vardas6963     pavarde6963     4.28
vardas6967     pavarde6967     4.08
vardas6968     pavarde6968     4.88
vardas6970     pavarde6970     3.92
vardas6971     pavarde6971     2.92
vardas6972     pavarde6972     3.72
vardas6975     pavarde6975      3.4
vardas6978     pavarde6978     3.64
vardas6979     pavarde6979     4.28
vardas6980     pavarde6980      4.4
vardas6987     pavarde6987     4.68
vardas6989     pavarde6989     3.08
vardas6992     pavarde6992     4.28
vardas6994     pavarde6994     2.32
vardas6995     pavarde6995     3.64
vardas6999     pavarde6999     4.28
vardas7004     pavarde7004     4.08
vardas7006     pavarde7006      3.2
vardas7007     pavarde7007     3.96
vardas7010     pavarde7010     3.52
vardas7013     pavarde7013        3
vardas7014     pavarde7014     3.72
vardas7016     pavarde7016     2.24
vardas7019     pavarde7019     4.16
vardas7021     pavarde7021      3.6
vardas7023     pavarde7023     4.64
vardas7026     pavarde7026     3.44
vardas7034     pavarde7034     2.96
vardas7037     pavarde7037     4.48
vardas7040     pavarde7040     2.12
vardas7046     pavarde7046     3.28
vardas7050     pavarde7050     2.92
vardas7051     pavarde7051     3.48
vardas7054     pavarde7054        3
vardas7055     pavarde7055     3.08
vardas7056     pavarde7056     3.36
vardas7061     pavarde7061     4.68
vardas7066     pavarde7066     4.88
vardas7068     pavarde7068     4.12
vardas7069     pavarde7069     3.32
vardas7070     pavarde7070     4.04
vardas7071     pavarde7071     4.32
vardas7073     pavarde7073      2.6
vardas7077     pavarde7077     2.36
vardas7078     pavarde7078     4.64
vardas7079     pavarde7079     3.68
vardas7080     pavarde7080     3.16
vardas7081     pavarde7081     3.04
vardas7082     pavarde7082      3.6
vardas7086     pavarde7086     2.16
vardas7089     pavarde7089     3.36
vardas7090     pavarde7090     3.32
vardas7094     pavarde7094     4.08
vardas7096     pavarde7096     4.44
vardas7098     pavarde7098     4.96
vardas7099     pavarde7099     4.88
vardas7102     pavarde7102     4.04
vardas7103     pavarde7103     3.36
vardas7111     pavarde7111     3.68
vardas7113     pavarde7113     4.96
vardas7115     pavarde7115     2.04
vardas7117     pavarde7117     3.28
vardas7118     pavarde7118     3.12
vardas7119     pavarde7119     3.68
vardas7120     pavarde7120     4.52
vardas7124     pavarde7124     3.92
vardas7126     pavarde7126     3.92
vardas7127     pavarde7127     3.24
vardas7128     pavarde7128      3.4
vardas7131     pavarde7131     2.64
vardas7132     pavarde7132     3.04
vardas7135     pavarde7135     4.04
vardas7136     pavarde7136     4.76
vardas7140     pavarde7140     2.72
vardas7142     pavarde7142        3
vardas7144     pavarde7144     3.64
vardas7145     pavarde7145      4.4
vardas7146     pavarde7146     3.64
vardas7149     pavarde7149     3.56
vardas7151     pavarde7151     3.96
vardas7156     pavarde7156     3.08
vardas7158     pavarde7158     4.44
vardas7161     pavarde7161      4.8
vardas7163     pavarde7163     3.84
vardas7164     pavarde7164     3.64
vardas7166     pavarde7166      3.4
vardas7167     pavarde7167     4.44
vardas7170     pavarde7170     4.84
vardas7172     pavarde7172     3.76
vardas7174     pavarde7174     2.52
vardas7175     pavarde7175     3.76
vardas7180     pavarde7180     2.72
vardas7181     pavarde7181     2.04
vardas7183     pavarde7183     3.64
vardas7184     pavarde7184     1.96
vardas7185     pavarde7185      4.4
vardas7186     pavarde7186     2.52
vardas7188     pavarde7188     4.24
vardas7192     pavarde7192     2.72
vardas7196     pavarde7196     2.68
vardas7197     pavarde7197     4.16
vardas7199     pavarde7199     3.68
vardas7200     pavarde7200     2.72
vardas7203     pavarde7203     3.12
vardas7205     pavarde7205        4
vardas7206     pavarde7206     2.24
vardas7207     pavarde7207     2.92
vardas7213     pavarde7213     3.52
vardas7214     pavarde7214      2.6
vardas7216     pavarde7216      2.6
vardas7217     pavarde7217     4.04
vardas7223     pavarde7223     4.96
vardas7225     pavarde7225      4.6
vardas7226     pavarde7226     3.76
vardas7237     pavarde7237     4.96
vardas7238     pavarde7238     3.72
vardas7239     pavarde7239      3.8
vardas7244     pavarde7244     2.44
vardas7247     pavarde7247      2.8
vardas7253     pavarde7253      2.6
vardas7254     pavarde7254     2.44
vardas7256     pavarde7256     4.72
vardas7258     pavarde7258     3.88
vardas7261     pavarde7261      4.4
vardas7263     pavarde7263     3.84
vardas7264     pavarde7264     4.28
vardas7265     pavarde7265     3.44
vardas7267     pavarde7267     3.12
vardas7270     pavarde7270     4.04
vardas7271     pavarde7271      2.8
vardas7272     pavarde7272     3.52
vardas7273     pavarde7273     2.84
vardas7274     pavarde7274     4.48
vardas7282     pavarde7282     2.84
vardas7286     pavarde7286      4.8
vardas7291     pavarde7291     4.96
vardas7293     pavarde7293     3.64
vardas7295     pavarde7295      3.6
vardas7301     pavarde7301        4
vardas7303     pavarde7303     2.88
vardas7304     pavarde7304     4.76
vardas7306     pavarde7306     4.44
vardas7308     pavarde7308     3.72
vardas7310     pavarde7310      4.4
vardas7311     pavarde7311     2.92
vardas7312     pavarde7312     3.72
vardas7313     pavarde7313      4.2
vardas7315     pavarde7315     4.64
vardas7318     pavarde7318      4.2
vardas7320     pavarde7320     3.96
vardas7321     pavarde7321     4.36
vardas7322     pavarde7322     4.52
vardas7323     pavarde7323     3.16
vardas7324     pavarde7324     4.72
vardas7325     pavarde7325     4.96
vardas7329     pavarde7329     2.44
vardas7331     pavarde7331        3
vardas7332     pavarde7332     3.52
vardas7333     pavarde7333     4.52
vardas7335     pavarde7335     3.24
vardas7344     pavarde7344     3.84
vardas7345     pavarde7345     4.28
vardas7346     pavarde7346     3.44
vardas7347     pavarde7347     3.72
vardas7348     pavarde7348     1.88
vardas7352     pavarde7352     3.08
vardas7353     pavarde7353     4.44
vardas7354     pavarde7354     3.96
vardas7356     pavarde7356     2.76
vardas7358     pavarde7358        3
vardas7359     pavarde7359      1.8
vardas7360     pavarde7360     3.04
vardas7362     pavarde7362     3.72
vardas7364     pavarde7364     2.52
vardas7367     pavarde7367     4.28
vardas7368     pavarde7368     3.76
vardas7369     pavarde7369     3.04
vardas7370     pavarde7370      4.8
vardas7371     pavarde7371     3.52
vardas7373     pavarde7373     4.36
vardas7374     pavarde7374     3.64
vardas7377     pavarde7377        3
vardas7378     pavarde7378     4.52
vardas7379     pavarde7379     3.44
vardas7380     pavarde7380     4.44
vardas7382     pavarde7382     2.28
vardas7383     pavarde7383      4.8
vardas7388     pavarde7388      2.8
vardas7393     pavarde7393     4.04
vardas7394     pavarde7394     3.32
vardas7400     pavarde7400     2.28
vardas7401     pavarde7401     4.48
vardas7402     pavarde7402     3.96
vardas7403     pavarde7403     3.76
vardas7406     pavarde7406     4.92
vardas7407     pavarde7407     3.16
vardas7409     pavarde7409     2.36
vardas7411     pavarde7411      2.2
vardas7412     pavarde7412     3.12
vardas7416     pavarde7416     4.76
vardas7419     pavarde7419      2.6
vardas7423     pavarde7423     3.32
vardas7427     pavarde7427     4.72
vardas7428     pavarde7428      4.8
vardas7429     pavarde7429      3.6
vardas7430     pavarde7430     3.56
vardas7432     pavarde7432     3.16
vardas7435     pavarde7435     4.68
vardas7436     pavarde7436        4
vardas7437     pavarde7437     4.96
vardas7439     pavarde7439     2.36
vardas7440     pavarde7440      3.8
vardas7441     pavarde7441     3.64
vardas7442     pavarde7442     4.64
vardas7447     pavarde7447     3.84
vardas7451     pavarde7451     2.52
vardas7452     pavarde7452     3.04
vardas7457     pavarde7457     4.56
vardas7459     pavarde7459     2.36
vardas7464     pavarde7464     2.36
vardas7467     pavarde7467     4.36
vardas7470     pavarde7470      3.4
vardas7471     pavarde7471     3.84
vardas7472     pavarde7472      4.8
vardas7473     pavarde7473     4.48
vardas7482     pavarde7482     4.68
vardas7486     pavarde7486     4.88
vardas7491     pavarde7491     4.04
vardas7494     pavarde7494     3.08
vardas7497     pavarde7497     4.96
vardas7499     pavarde7499     4.72
vardas7500     pavarde7500     2.36
vardas7501     pavarde7501      3.4
vardas7504     pavarde7504     3.92
vardas7510     pavarde7510      2.8
vardas7511     pavarde7511     4.72
vardas7516     pavarde7516      2.6
vardas7519     pavarde7519     4.04
vardas7521     pavarde7521      2.8
vardas7530     pavarde7530     3.72
vardas7531     pavarde7531     4.68
vardas7536     pavarde7536      4.6
vardas7539     pavarde7539      3.6
vardas7540     pavarde7540      3.6
vardas7543     pavarde7543     3.64
vardas7544     pavarde7544     3.08
vardas7545     pavarde7545     3.16
vardas7551     pavarde7551     3.24
vardas7554     pavarde7554     3.32
vardas7557     pavarde7557     4.32
vardas7558     pavarde7558     3.68
vardas7560     pavarde7560     3.32
vardas7564     pavarde7564     2.12
vardas7565     pavarde7565     3.96
vardas7567     pavarde7567     4.52
vardas7569     pavarde7569     3.92
vardas7576     pavarde7576     3.68
vardas7584     pavarde7584     2.28
vardas7585     pavarde7585     2.52
vardas7590     pavarde7590      4.4
vardas7596     pavarde7596     3.72
vardas7598     pavarde7598     4.24
vardas7599     pavarde7599     2.28
vardas7601     pavarde7601      4.8
vardas7603     pavarde7603     4.68
vardas7604     pavarde7604     4.96
vardas7605     pavarde7605     4.36
vardas7607     pavarde7607     3.12
vardas7614     pavarde7614     4.28
vardas7615     pavarde7615     4.96
vardas7616     pavarde7616     4.52
vardas7621     pavarde7621     3.64
vardas7623     pavarde7623     3.56
vardas7625     pavarde7625     2.04
vardas7631     pavarde7631     3.92
vardas7633     pavarde7633     3.84
vardas7634     pavarde7634     4.88
vardas7635     pavarde7635      3.6
vardas7638     pavarde7638      3.2
vardas7639     pavarde7639     4.64
vardas7640     pavarde7640     2.96
vardas7641     pavarde7641     3.16
vardas7642     pavarde7642     4.44
vardas7643     pavarde7643     3.56
vardas7645     pavarde7645     3.56
vardas7647     pavarde7647     3.32
vardas7649     pavarde7649     4.76
vardas7651     pavarde7651     3.68
vardas7652     pavarde7652      3.6
vardas7654     pavarde7654     4.12
vardas7655     pavarde7655      4.2
vardas7657     pavarde7657     2.04
vardas7660     pavarde7660     3.36
vardas7663     pavarde7663     4.04
vardas7664     pavarde7664     3.12
vardas7665     pavarde7665     3.36
vardas7666     pavarde7666     4.36
vardas7667     pavarde7667      2.6
vardas7670     pavarde7670     4.92
vardas7671     pavarde7671      4.8
vardas7673     pavarde7673     3.08
vardas7674     pavarde7674     2.56
vardas7675     pavarde7675      3.2
vardas7677     pavarde7677     4.28
vardas7682     pavarde7682     3.88
vardas7683     pavarde7683     3.16
vardas7686     pavarde7686     3.76
vardas7687     pavarde7687        3
vardas7692     pavarde7692     2.68
vardas7693     pavarde7693      2.2
vardas7698     pavarde7698        3
vardas7702     pavarde7702     4.44
vardas7703     pavarde7703     2.44
vardas7705     pavarde7705     4.64
vardas7706     pavarde7706     3.64
vardas7707     pavarde7707     3.12
vardas7709     pavarde7709     4.04
vardas7711     pavarde7711     3.68
vardas7712     pavarde7712     2.32
vardas7717     pavarde7717      4.4
vardas7720     pavarde7720     3.64
vardas7724     pavarde7724     4.52
vardas7727     pavarde7727     4.96
vardas7728     pavarde7728     3.12
vardas7729     pavarde7729        3
vardas7733     pavarde7733      1.8
vardas7734     pavarde7734     4.68
vardas7739     pavarde7739      4.6
vardas7742     pavarde7742      3.8
vardas7745     pavarde7745     3.48
vardas7748     pavarde7748     3.68
vardas7749     pavarde7749     2.68
vardas7751     pavarde7751     3.12
vardas7752     pavarde7752     4.92
vardas7756     pavarde7756     3.12
vardas7757     pavarde7757     4.48
vardas7759     pavarde7759     3.92
vardas7760     pavarde7760     3.88
vardas7761     pavarde7761     4.08
vardas7762     pavarde7762     3.76
vardas7763     pavarde7763     3.52
vardas7764     pavarde7764     3.36
vardas7765     pavarde7765     3.24
vardas7766     pavarde7766     3.44
vardas7768     pavarde7768     4.32
vardas7776     pavarde7776     2.68
vardas7778     pavarde7778     3.68
vardas7786     pavarde7786     4.44
vardas7787     pavarde7787     3.88
vardas7789     pavarde7789     2.76
vardas7791     pavarde7791     2.56
vardas7793     pavarde7793     4.76
vardas7794     pavarde7794     3.96
vardas7796     pavarde7796     4.52
vardas7797     pavarde7797     4.16
vardas7805     pavarde7805     4.52
vardas7806     pavarde7806     2.84
vardas7808     pavarde7808      3.4
vardas7809     pavarde7809     2.92
vardas7817     pavarde7817     2.16
vardas7819     pavarde7819     4.72
vardas7823     pavarde7823      2.6
vardas7828     pavarde7828     2.84
vardas7829     pavarde7829     2.76
vardas7831     pavarde7831      2.2
vardas7834     pavarde7834     3.68
vardas7840     pavarde7840     3.88
vardas7841     pavarde7841     4.76
vardas7842     pavarde7842     3.88
vardas7845     pavarde7845     4.64
vardas7846     pavarde7846     2.84
vardas7848     pavarde7848     2.72
vardas7849     pavarde7849     3.64
vardas7850     pavarde7850     3.64
vardas7851     pavarde7851     2.96
vardas7857     pavarde7857      4.6
vardas7863     pavarde7863      4.6
vardas7865     pavarde7865     4.96
vardas7866     pavarde7866     3.76
vardas7867     pavarde7867     3.44
vardas7869     pavarde7869     2.84
vardas7870     pavarde7870      4.8
vardas7873     pavarde7873      4.2
vardas7874     pavarde7874      4.2
vardas7880     pavarde7880     4.12
vardas7886     pavarde7886     4.08
vardas7888     pavarde7888     2.68
vardas7889     pavarde7889        3
vardas7890     pavarde7890     3.64
vardas7891     pavarde7891     3.68
vardas7895     pavarde7895     4.24
vardas7896     pavarde7896     1.64
vardas7904     pavarde7904     3.36
vardas7905     pavarde7905     3.72
vardas7908     pavarde7908     3.12
vardas7909     pavarde7909     4.44
vardas7910     pavarde7910     4.92
vardas7911     pavarde7911     3.52
vardas7925     pavarde7925     4.88
vardas7926     pavarde7926     3.72
vardas7927     pavarde7927     3.24
vardas7929     pavarde7929      3.4
vardas7930     pavarde7930     4.36
vardas7936     pavarde7936      4.2
vardas7937     pavarde7937        3
vardas7938     pavarde7938     2.04
vardas7939     pavarde7939     4.24
vardas7943     pavarde7943      3.6
vardas7951     pavarde7951     2.52
vardas7952     pavarde7952     4.04
vardas7954     pavarde7954     3.44
vardas7955     pavarde7955     3.96
vardas7959     pavarde7959     4.04
vardas7960     pavarde7960      4.4
vardas7961     pavarde7961     2.36
vardas7963     pavarde7963     1.96
vardas7967     pavarde7967     3.08
vardas7973     pavarde7973     4.36
vardas7975     pavarde7975     4.44
vardas7978     pavarde7978      3.6
vardas7979     pavarde7979     4.28
vardas7980     pavarde7980     3.44
vardas7981     pavarde7981     4.64
vardas7983     pavarde7983      4.4
vardas7984     pavarde7984      3.8
vardas7985     pavarde7985      3.2
vardas7986     pavarde7986     4.28
vardas7989     pavarde7989      3.2
vardas7991     pavarde7991     4.88
vardas7993     pavarde7993     2.16
vardas7996     pavarde7996     2.92
vardas7998     pavarde7998     3.32
vardas8000     pavarde8000     2.52
vardas8001     pavarde8001      3.4
vardas8005     pavarde8005     1.48
vardas8008     pavarde8008     4.76
vardas8010     pavarde8010     2.76
vardas8012     pavarde8012      4.8
vardas8015     pavarde8015     2.72
vardas8016     pavarde8016     4.32
vardas8018     pavarde8018     2.44
vardas8019     pavarde8019     4.64
vardas8021     pavarde8021     3.28
vardas8023     pavarde8023     1.96
vardas8025     pavarde8025     4.76
vardas8026     pavarde8026     4.12
vardas8030     pavarde8030      2.6
vardas8031     pavarde8031      3.4
vardas8035     pavarde8035     4.88
vardas8040     pavarde8040     3.72
vardas8041     pavarde8041     4.92
vardas8043     pavarde8043     3.56
